age,sex,weight,primary_vote_choice,primary_vote,ideo_self,ideo_rep,ideo_dem,therm_dem,therm_rep,pid_3,therm_inparty,therm_outparty,primary_vote_dum,cand_party,primary_vote_simple,year
54,Female,0.233,Barack Obama,1,4,1,7,100,0,Democrat,100,0,1,Democrat,Winner,2012
29,Male,1.32,Didn't Vote,0,2,6,3,70,30,Independent,NA,NA,0,NA,Didn't Vote,2012
83,Female,0.146,Didn't Vote,0,4,2,6,85,0,Democrat,85,0,0,NA,Didn't Vote,2012
21,Male,0.284,Didn't Vote,0,-2,7,5,60,50,Democrat,60,50,0,NA,Didn't Vote,2012
35,Male,1.574,Didn't Vote,0,5,3,3,85,70,Independent,NA,NA,0,NA,Didn't Vote,2012
59,Male,0.746,Mitt Romney,1,5,7,2,40,60,Republican,60,40,1,Republican,Winner,2012
57,Female,0.063,Didn't Vote,0,4,7,1,100,15,Democrat,100,15,0,NA,Didn't Vote,2012
22,Female,0.093,Didn't Vote,0,4,6,2,85,40,Democrat,85,40,0,NA,Didn't Vote,2012
32,Female,0.1,Didn't Vote,0,-2,-8,-8,85,30,Democrat,85,30,0,NA,Didn't Vote,2012
50,Male,0.104,Didn't Vote,0,5,7,2,85,0,Independent,NA,NA,0,NA,Didn't Vote,2012
25,Female,0.422,Barack Obama,1,-2,5,6,85,60,Democrat,85,60,1,Democrat,Winner,2012
37,Female,0.06,Didn't Vote,0,-2,4,4,85,50,Independent,NA,NA,0,NA,Didn't Vote,2012
48,Male,0.248,Barack Obama,1,-2,4,6,100,15,Democrat,100,15,1,Democrat,Winner,2012
49,Female,0.062,Barack Obama,1,-2,6,1,100,0,Democrat,100,0,1,Democrat,Winner,2012
23,Female,0.068,Didn't Vote,0,-2,1,6,100,0,Independent,NA,NA,0,NA,Didn't Vote,2012
26,Male,0.151,Didn't Vote,0,-2,4,4,70,50,Independent,NA,NA,0,NA,Didn't Vote,2012
84,Female,0.146,NA,NA,4,5,1,40,30,Democrat,40,30,NA,NA,NA,2012
58,Female,0.102,Didn't Vote,0,5,4,4,85,40,Democrat,85,40,0,NA,Didn't Vote,2012
66,Female,0.095,Didn't Vote,0,1,3,1,100,60,Democrat,100,60,0,NA,Didn't Vote,2012
24,Male,0.349,Didn't Vote,0,-2,-8,-8,85,30,Democrat,85,30,0,NA,Didn't Vote,2012
69,Female,0.091,Didn't Vote,0,4,7,2,85,60,Democrat,85,60,0,NA,Didn't Vote,2012
62,Female,0.158,Barack Obama,1,-2,6,2,85,40,Democrat,85,40,1,Democrat,Winner,2012
48,Female,0.251,Barack Obama,1,-2,2,6,85,15,Democrat,85,15,1,Democrat,Winner,2012
37,Female,0.084,Didn't Vote,0,4,6,3,70,30,Democrat,70,30,0,NA,Didn't Vote,2012
70,Female,0.297,Didn't Vote,0,-2,7,2,85,0,Democrat,85,0,0,NA,Didn't Vote,2012
20,Female,0.192,Didn't Vote,0,-2,-8,-8,100,0,NA,NA,NA,0,NA,NA,2012
33,Female,0.084,Barack Obama,1,-2,5,3,85,50,Democrat,85,50,1,Democrat,Winner,2012
52,Male,0.326,Newt Gingrich,1,3,7,3,60,30,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
50,Female,0.092,Didn't Vote,0,-2,4,1,40,40,Republican,40,40,0,NA,Didn't Vote,2012
63,Male,0.146,Didn't Vote,0,-2,6,6,85,60,Independent,NA,NA,0,NA,Didn't Vote,2012
33,Male,0.117,Didn't Vote,0,3,6,2,85,0,Democrat,85,0,0,NA,Didn't Vote,2012
23,Male,0.182,Didn't Vote,0,4,5,3,40,15,Democrat,40,15,0,NA,Didn't Vote,2012
65,Male,0.092,Didn't Vote,0,6,1,7,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
75,Male,0.084,Didn't Vote,0,-2,6,1,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
40,Male,0.122,Didn't Vote,0,-2,4,6,70,40,Independent,NA,NA,0,NA,Didn't Vote,2012
53,Female,0.095,Didn't Vote,0,5,1,-8,70,0,Democrat,70,0,0,NA,Didn't Vote,2012
29,Female,0.285,NA,NA,4,4,6,85,60,Democrat,85,60,NA,NA,NA,2012
55,Female,0.063,Didn't Vote,0,-2,6,2,85,50,Democrat,85,50,0,NA,Didn't Vote,2012
54,Female,0.095,Didn't Vote,0,-2,-8,-8,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
38,Female,0.094,Didn't Vote,0,4,4,4,70,50,Democrat,70,50,0,NA,Didn't Vote,2012
57,Female,0.198,Didn't Vote,0,-2,6,2,100,15,Democrat,100,15,0,NA,Didn't Vote,2012
46,Female,0.278,Didn't Vote,0,4,3,1,100,50,Democrat,100,50,0,NA,Didn't Vote,2012
66,Female,0.101,Barack Obama,1,-2,7,1,100,0,Democrat,100,0,1,Democrat,Winner,2012
59,Female,0.078,Barack Obama,1,4,1,7,85,0,Democrat,85,0,1,Democrat,Winner,2012
63,Female,0.149,Barack Obama,1,-2,7,1,70,50,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
20,Female,0.488,Didn't Vote,0,3,6,2,70,70,Democrat,70,70,0,NA,Didn't Vote,2012
50,Female,0.242,Barack Obama,1,4,-8,-8,85,30,Democrat,85,30,1,Democrat,Winner,2012
26,Female,0.065,Didn't Vote,0,2,7,2,85,0,Democrat,85,0,0,NA,Didn't Vote,2012
33,Male,0.284,Didn't Vote,0,-2,3,5,85,50,Democrat,85,50,0,NA,Didn't Vote,2012
65,Male,3.183,Mitt Romney,1,6,5,2,15,70,Republican,70,15,1,Republican,Winner,2012
26,Female,3.071,Didn't Vote,0,6,5,2,30,75,Republican,75,30,0,NA,Didn't Vote,2012
46,Female,2.667,Rick Santorum,1,5,3,2,30,40,Republican,40,30,1,Republican,Loser,2012
37,Male,2.913,Rick Santorum,1,4,7,2,60,15,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
NA,Female,1.529,NA,NA,6,5,2,-8,-8,Independent,NA,NA,NA,NA,NA,2012
57,Female,3.644,Mitt Romney,1,-2,6,2,0,85,Republican,85,0,1,Republican,Winner,2012
18,Male,4.925,Didn't Vote,0,5,6,1,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
41,Female,3.138,Didn't Vote,0,4,7,1,30,40,Other,NA,NA,0,NA,Didn't Vote,2012
43,Female,1.704,NA,1,4,6,4,60,40,NA,NA,NA,1,NA,NA,2012
36,Male,2.938,Didn't Vote,0,5,7,1,40,65,Republican,65,40,0,NA,Didn't Vote,2012
54,Male,2.789,Didn't Vote,0,6,7,2,9,10,Independent,NA,NA,0,NA,Didn't Vote,2012
68,Female,2.711,Mitt Romney,1,6,6,3,30,85,Republican,85,30,1,Republican,Winner,2012
50,Female,3.87,Newt Gingrich,1,5,6,2,50,70,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
67,Male,3.082,NA,1,5,6,2,15,40,Independent,NA,NA,1,NA,NA,2012
56,Male,1.373,Herman Cain,1,6,4,1,10,25,Other,NA,NA,1,Republican,Voted in Other Party Primary,2012
68,Female,1.224,Didn't Vote,0,2,7,4,60,10,Democrat,60,10,0,NA,Didn't Vote,2012
45,Female,1.543,Didn't Vote,0,4,5,2,15,100,Republican,100,15,0,NA,Didn't Vote,2012
18,Female,2.394,Didn't Vote,0,-2,4,3,85,50,Democrat,85,50,0,NA,Didn't Vote,2012
34,Female,1.916,Mitt Romney,1,5,7,1,0,85,Republican,85,0,1,Republican,Winner,2012
35,Male,1.426,Didn't Vote,0,5,6,3,40,70,Republican,70,40,0,NA,Didn't Vote,2012
56,Male,0.626,Didn't Vote,0,4,-9,-9,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
24,Female,1.059,Didn't Vote,0,4,7,1,60,40,Independent,NA,NA,0,NA,Didn't Vote,2012
23,Male,0.431,Didn't Vote,0,5,2,6,70,40,Democrat,70,40,0,NA,Didn't Vote,2012
32,Female,0.393,Didn't Vote,0,5,4,4,50,50,Republican,50,50,0,NA,Didn't Vote,2012
31,Male,0.346,Didn't Vote,0,2,4,4,70,15,Democrat,70,15,0,NA,Didn't Vote,2012
31,Female,0.237,Didn't Vote,0,4,7,2,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
39,Male,1.084,Didn't Vote,0,5,3,4,50,60,Independent,NA,NA,0,NA,Didn't Vote,2012
54,Male,0.53,Mitt Romney,1,6,5,2,15,70,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
42,Female,0.471,Didn't Vote,0,5,5,4,60,60,No Preference,NA,NA,0,NA,Didn't Vote,2012
61,Female,0.668,Didn't Vote,0,3,4,5,60,50,Republican,50,60,0,NA,Didn't Vote,2012
29,Male,1.492,Didn't Vote,0,6,5,6,85,70,Democrat,85,70,0,NA,Didn't Vote,2012
81,Female,0.683,Didn't Vote,0,-2,-8,4,85,40,Democrat,85,40,0,NA,Didn't Vote,2012
27,Male,0.718,Didn't Vote,0,5,7,1,60,60,Independent,NA,NA,0,NA,Didn't Vote,2012
51,Female,0.528,Didn't Vote,0,-8,1,6,100,50,Democrat,100,50,0,NA,Didn't Vote,2012
60,Male,1.95,Didn't Vote,0,1,7,1,85,0,Democrat,85,0,0,NA,Didn't Vote,2012
50,Male,0.542,Didn't Vote,0,-2,2,4,60,40,Independent,NA,NA,0,NA,Didn't Vote,2012
25,Female,2.332,Didn't Vote,0,-2,3,7,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
35,Female,0.397,Didn't Vote,0,-2,6,1,100,50,Democrat,100,50,0,NA,Didn't Vote,2012
25,Male,1.526,Didn't Vote,0,1,3,3,100,100,Independent,NA,NA,0,NA,Didn't Vote,2012
55,Female,2.982,Barack Obama,1,6,4,6,100,50,Democrat,100,50,1,Democrat,Winner,2012
58,Male,1.742,Barack Obama,1,4,-8,-8,70,40,Democrat,70,40,1,Democrat,Winner,2012
25,Female,3.399,Didn't Vote,0,4,7,4,85,0,Democrat,85,0,0,NA,Didn't Vote,2012
18,Female,2.182,Didn't Vote,0,-2,6,2,50,50,Democrat,50,50,0,NA,Didn't Vote,2012
66,Female,0.565,Didn't Vote,0,2,6,5,60,100,Republican,100,60,0,NA,Didn't Vote,2012
48,Female,1.082,Didn't Vote,0,-2,-8,-8,70,0,Democrat,70,0,0,NA,Didn't Vote,2012
47,Female,0.541,Barack Obama,1,1,7,1,100,0,Democrat,100,0,1,Democrat,Winner,2012
38,Female,0.404,Didn't Vote,0,3,2,-8,30,60,Democrat,30,60,0,NA,Didn't Vote,2012
47,Male,0.753,Didn't Vote,0,3,6,4,60,30,Democrat,60,30,0,NA,Didn't Vote,2012
28,Male,0.561,Didn't Vote,0,4,6,5,70,30,Democrat,70,30,0,NA,Didn't Vote,2012
47,Male,0.486,Didn't Vote,0,3,6,3,-8,30,Democrat,-8,30,0,NA,Didn't Vote,2012
24,Female,0.634,Didn't Vote,0,4,7,2,100,30,Democrat,100,30,0,NA,Didn't Vote,2012
22,Female,0.573,Barack Obama,1,-2,7,2,100,0,Democrat,100,0,1,Democrat,Winner,2012
36,Female,1.233,Didn't Vote,0,-2,-8,-8,50,60,NA,NA,NA,0,NA,NA,2012
30,Female,0.31,Didn't Vote,0,4,6,2,70,15,Democrat,70,15,0,NA,Didn't Vote,2012
63,Female,0.268,Didn't Vote,0,-2,4,6,70,60,Democrat,70,60,0,NA,Didn't Vote,2012
39,Female,0.085,Didn't Vote,0,3,7,2,85,40,Democrat,85,40,0,NA,Didn't Vote,2012
52,Female,0.14,Didn't Vote,0,4,6,4,75,20,Democrat,75,20,0,NA,Didn't Vote,2012
52,Female,0.157,Didn't Vote,0,6,5,4,85,100,Independent,NA,NA,0,NA,Didn't Vote,2012
21,Female,0.275,Didn't Vote,0,-2,7,2,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
NA,Female,0.323,Didn't Vote,0,2,-8,7,100,30,NA,NA,NA,0,NA,NA,2012
72,Female,1.107,Didn't Vote,0,5,5,2,0,85,Republican,85,0,0,NA,Didn't Vote,2012
37,Male,0.445,Didn't Vote,0,6,4,4,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
NA,Male,0.167,Didn't Vote,0,5,6,6,85,50,Democrat,85,50,0,NA,Didn't Vote,2012
43,Male,0.291,Didn't Vote,0,3,6,4,70,40,Independent,NA,NA,0,NA,Didn't Vote,2012
52,Male,0.272,Didn't Vote,0,-2,4,5,70,50,Independent,NA,NA,0,NA,Didn't Vote,2012
NA,Male,0.218,Didn't Vote,0,2,6,5,60,50,Democrat,60,50,0,NA,Didn't Vote,2012
63,Male,0.174,Barack Obama,1,3,7,4,100,15,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
36,Male,0.352,Didn't Vote,0,-2,7,3,85,30,Democrat,85,30,0,NA,Didn't Vote,2012
36,Male,0.116,Rick Perry,1,-2,7,1,0,80,Republican,80,0,1,Republican,Loser,2012
NA,Male,0.39,Rick Perry,1,4,6,1,40,70,Republican,70,40,1,Republican,Loser,2012
60,Female,0.261,Didn't Vote,0,5,6,2,15,85,Republican,85,15,0,NA,Didn't Vote,2012
64,Female,0.089,Didn't Vote,0,4,7,2,70,10,Democrat,70,10,0,NA,Didn't Vote,2012
56,Female,0.125,Didn't Vote,0,5,5,3,40,60,Republican,60,40,0,NA,Didn't Vote,2012
60,Male,0.21,Didn't Vote,0,7,6,1,0,100,Republican,100,0,0,NA,Didn't Vote,2012
69,Male,0.349,Barack Obama,1,4,3,5,50,60,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
61,Female,0.137,Didn't Vote,0,5,5,5,70,60,Independent,NA,NA,0,NA,Didn't Vote,2012
26,Female,0.301,Didn't Vote,0,-2,2,7,100,60,Democrat,100,60,0,NA,Didn't Vote,2012
33,Male,0.139,Didn't Vote,0,4,4,4,60,50,NA,NA,NA,0,NA,NA,2012
NA,Male,0.169,Didn't Vote,0,-2,4,2,30,85,Independent,NA,NA,0,NA,Didn't Vote,2012
31,Female,0.112,Didn't Vote,0,5,6,3,85,75,Republican,75,85,0,NA,Didn't Vote,2012
38,Male,0.463,Didn't Vote,0,-2,6,2,60,40,Democrat,60,40,0,NA,Didn't Vote,2012
42,Female,0.135,Mitt Romney,1,6,5,1,0,75,Republican,75,0,1,Republican,Winner,2012
22,Female,0.091,Didn't Vote,0,2,7,2,80,40,Democrat,80,40,0,NA,Didn't Vote,2012
29,Male,0.228,Barack Obama,1,1,7,4,70,30,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
NA,Female,0.39,Didn't Vote,0,4,6,2,85,40,Democrat,85,40,0,NA,Didn't Vote,2012
40,Female,0.176,Didn't Vote,0,4,-8,4,60,30,Democrat,60,30,0,NA,Didn't Vote,2012
NA,Female,0.441,Barack Obama,1,5,3,6,100,0,Democrat,100,0,1,Democrat,Winner,2012
27,Male,0.532,Didn't Vote,0,-2,2,2,-8,-8,Independent,NA,NA,0,NA,Didn't Vote,2012
73,Female,0.484,Barack Obama,1,-2,3,1,100,30,Democrat,100,30,1,Democrat,Winner,2012
37,Male,0.31,Didn't Vote,0,-2,4,4,100,30,Democrat,100,30,0,NA,Didn't Vote,2012
30,Male,0.535,Didn't Vote,0,-2,4,4,70,70,Independent,NA,NA,0,NA,Didn't Vote,2012
30,Female,0.465,Didn't Vote,0,-2,-8,-8,-2,-2,NA,NA,NA,0,NA,NA,2012
31,Male,0.376,Barack Obama,1,6,4,4,100,40,Democrat,100,40,1,Democrat,Winner,2012
52,Male,0.724,Newt Gingrich,1,7,1,5,100,0,Democrat,100,0,1,Republican,Voted in Other Party Primary,2012
42,Female,0.382,Didn't Vote,0,6,-8,-8,70,70,No Preference,NA,NA,0,NA,Didn't Vote,2012
26,Male,1.128,Didn't Vote,0,-2,2,6,50,40,Independent,NA,NA,0,NA,Didn't Vote,2012
30,Female,0.367,Didn't Vote,0,-2,1,6,50,0,Independent,NA,NA,0,NA,Didn't Vote,2012
49,Male,0.421,Didn't Vote,0,4,4,4,50,50,Democrat,50,50,0,NA,Didn't Vote,2012
77,Female,0.727,Rick Santorum,1,6,6,1,0,85,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
67,Female,0.774,Barack Obama,1,6,5,6,80,80,Democrat,80,80,1,Democrat,Winner,2012
86,Male,0.331,Didn't Vote,0,4,-8,-8,-2,-2,NA,NA,NA,0,NA,NA,2012
32,Female,0.813,Didn't Vote,0,1,5,6,85,50,Independent,NA,NA,0,NA,Didn't Vote,2012
35,Male,0.753,Didn't Vote,0,-2,4,6,10,30,Democrat,10,30,0,NA,Didn't Vote,2012
56,Female,0.266,Barack Obama,1,-2,4,4,60,15,No Preference,NA,NA,1,Democrat,Voted in Other Party Primary,2012
26,Male,0.358,Didn't Vote,0,6,1,6,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
44,Female,0.484,Didn't Vote,0,2,-8,-8,-8,-8,Independent,NA,NA,0,NA,Didn't Vote,2012
27,Male,0.44,Didn't Vote,0,-2,-8,-8,40,40,NA,NA,NA,0,NA,NA,2012
23,Male,0.428,Didn't Vote,0,-2,2,6,60,40,Independent,NA,NA,0,NA,Didn't Vote,2012
31,Female,0.33,Didn't Vote,0,-2,-8,-8,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
60,Male,0.922,Didn't Vote,0,4,-8,4,60,40,Democrat,60,40,0,NA,Didn't Vote,2012
47,Male,0.76,Didn't Vote,0,6,6,2,15,85,Republican,85,15,0,NA,Didn't Vote,2012
36,Female,0.205,Didn't Vote,0,7,7,1,0,100,Republican,100,0,0,NA,Didn't Vote,2012
78,Male,0.482,Didn't Vote,0,6,5,1,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
19,Male,1.528,Didn't Vote,0,4,4,5,50,50,NA,NA,NA,0,NA,NA,2012
56,Male,0.479,Barack Obama,1,3,6,3,70,30,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
38,Male,0.181,Didn't Vote,0,3,5,2,50,20,Democrat,50,20,0,NA,Didn't Vote,2012
55,Female,0.66,Didn't Vote,0,4,7,2,50,50,No Preference,NA,NA,0,NA,Didn't Vote,2012
30,Male,2.938,Didn't Vote,0,-2,4,4,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
40,Male,2.115,Didn't Vote,0,7,2,7,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
60,Female,0.781,Didn't Vote,0,6,3,3,60,0,Democrat,60,0,0,NA,Didn't Vote,2012
34,Male,1.137,Didn't Vote,0,4,3,3,15,30,Independent,NA,NA,0,NA,Didn't Vote,2012
33,Male,1.284,Didn't Vote,0,5,6,2,30,60,Republican,60,30,0,NA,Didn't Vote,2012
39,Male,3.868,Didn't Vote,0,-2,2,2,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
32,Female,0.366,Didn't Vote,0,1,7,1,100,0,Independent,NA,NA,0,NA,Didn't Vote,2012
27,Male,0.628,Didn't Vote,0,6,4,2,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
22,Male,2.98,Didn't Vote,0,6,4,4,65,50,NA,NA,NA,0,NA,NA,2012
39,Male,2.029,Didn't Vote,0,5,1,7,86,-8,Independent,NA,NA,0,NA,Didn't Vote,2012
59,Female,0.395,Didn't Vote,0,3,2,4,40,70,Democrat,40,70,0,NA,Didn't Vote,2012
57,Female,1.373,Didn't Vote,0,-2,2,6,70,50,Independent,NA,NA,0,NA,Didn't Vote,2012
19,Female,3.175,Newt Gingrich,1,6,7,1,45,85,Republican,85,45,1,Republican,Loser,2012
33,Female,0.275,Didn't Vote,0,4,3,3,70,70,Independent,NA,NA,0,NA,Didn't Vote,2012
49,Female,3.33,Didn't Vote,0,4,7,2,60,40,Independent,NA,NA,0,NA,Didn't Vote,2012
24,Female,2.412,Didn't Vote,0,6,5,3,30,30,Independent,NA,NA,0,NA,Didn't Vote,2012
62,Female,0.106,Didn't Vote,0,4,7,2,80,40,Democrat,80,40,0,NA,Didn't Vote,2012
44,Female,0.155,Didn't Vote,0,-2,4,3,40,85,Republican,85,40,0,NA,Didn't Vote,2012
47,Female,0.134,Didn't Vote,0,3,6,2,85,35,Democrat,85,35,0,NA,Didn't Vote,2012
64,Female,0.106,Didn't Vote,0,2,7,2,85,30,Democrat,85,30,0,NA,Didn't Vote,2012
28,Male,0.111,Barack Obama,1,-2,6,4,85,0,Democrat,85,0,1,Democrat,Winner,2012
58,Female,0.12,Didn't Vote,0,4,1,3,70,60,Democrat,70,60,0,NA,Didn't Vote,2012
28,Male,0.322,Didn't Vote,0,4,7,1,50,50,No Preference,NA,NA,0,NA,Didn't Vote,2012
49,Male,0.113,Didn't Vote,0,4,6,4,70,50,Democrat,70,50,0,NA,Didn't Vote,2012
38,Female,0.302,Didn't Vote,0,3,5,2,85,50,Democrat,85,50,0,NA,Didn't Vote,2012
32,Female,0.267,Barack Obama,1,5,5,5,80,0,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
53,Female,0.2,Didn't Vote,0,5,4,4,70,70,Republican,70,70,0,NA,Didn't Vote,2012
53,Female,0.234,Didn't Vote,0,-2,4,4,85,30,Democrat,85,30,0,NA,Didn't Vote,2012
40,Male,0.101,Didn't Vote,0,4,6,2,45,40,Independent,NA,NA,0,NA,Didn't Vote,2012
50,Male,0.139,Didn't Vote,0,5,6,3,60,85,Independent,NA,NA,0,NA,Didn't Vote,2012
66,Male,0.121,Didn't Vote,0,2,7,2,80,20,Democrat,80,20,0,NA,Didn't Vote,2012
76,Male,0.29,NA,1,4,4,1,0,70,Republican,70,0,1,NA,NA,2012
44,Male,1.986,Didn't Vote,0,5,6,2,60,60,Republican,60,60,0,NA,Didn't Vote,2012
70,Male,2.765,Barack Obama,1,2,6,4,85,15,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
59,Female,0.6,Barack Obama,1,2,6,2,85,0,Democrat,85,0,1,Democrat,Winner,2012
58,Male,0.458,Didn't Vote,0,5,7,2,70,60,Independent,NA,NA,0,NA,Didn't Vote,2012
59,Female,0.402,Barack Obama,1,4,7,1,100,15,Democrat,100,15,1,Democrat,Winner,2012
38,Female,0.404,Didn't Vote,0,4,6,1,85,40,Independent,NA,NA,0,NA,Didn't Vote,2012
22,Female,2.752,Didn't Vote,0,6,5,1,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
60,Male,0.888,Barack Obama,1,5,5,1,85,50,Democrat,85,50,1,Democrat,Winner,2012
73,Male,2.131,Didn't Vote,0,7,6,2,0,100,Independent,NA,NA,0,NA,Didn't Vote,2012
62,Male,0.469,Barack Obama,1,2,7,3,85,15,Democrat,85,15,1,Democrat,Winner,2012
87,Female,1.972,Mitt Romney,1,6,4,1,40,60,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
60,Male,2.3,Didn't Vote,0,5,6,3,85,40,Independent,NA,NA,0,NA,Didn't Vote,2012
22,Male,2.464,Didn't Vote,0,2,7,3,70,15,Democrat,70,15,0,NA,Didn't Vote,2012
22,Male,2.77,Didn't Vote,0,-2,5,3,0,30,Republican,30,0,0,NA,Didn't Vote,2012
38,Male,1.59,NA,NA,4,2,5,70,40,Democrat,70,40,NA,NA,NA,2012
52,Female,0.777,Barack Obama,1,3,5,4,70,60,Democrat,70,60,1,Democrat,Winner,2012
35,Female,0.521,Didn't Vote,0,3,6,3,60,40,Democrat,60,40,0,NA,Didn't Vote,2012
47,Female,0.603,Didn't Vote,0,6,7,2,100,70,Democrat,100,70,0,NA,Didn't Vote,2012
43,Male,2.145,Didn't Vote,0,2,7,3,60,30,Democrat,60,30,0,NA,Didn't Vote,2012
45,Female,1.889,Didn't Vote,0,5,6,2,60,50,No Preference,NA,NA,0,NA,Didn't Vote,2012
27,Male,1.41,Didn't Vote,0,-2,4,4,40,50,No Preference,NA,NA,0,NA,Didn't Vote,2012
36,Female,1.609,Didn't Vote,0,4,7,1,40,40,Republican,40,40,0,NA,Didn't Vote,2012
75,Female,0.888,Mitt Romney,1,7,6,1,30,70,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
88,Female,0.794,Barack Obama,1,3,6,3,85,15,Democrat,85,15,1,Democrat,Winner,2012
58,Female,0.47,Jon Huntsman,1,4,6,2,70,50,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
90,Female,0.848,NA,1,4,4,2,50,50,NA,NA,NA,1,NA,NA,2012
27,Female,0.413,Didn't Vote,0,4,1,6,100,30,Democrat,100,30,0,NA,Didn't Vote,2012
27,Female,0.079,Didn't Vote,0,-2,5,5,30,60,No Preference,NA,NA,0,NA,Didn't Vote,2012
25,Female,0.166,Didn't Vote,0,4,-8,-8,70,40,No Preference,NA,NA,0,NA,Didn't Vote,2012
43,Male,0.476,Didn't Vote,0,-8,3,3,15,50,Independent,NA,NA,0,NA,Didn't Vote,2012
28,Male,0.335,Barack Obama,1,-2,2,-8,50,50,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
20,Male,0.131,Didn't Vote,0,4,-8,-8,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
22,Male,0.133,Didn't Vote,0,4,3,3,60,30,Independent,NA,NA,0,NA,Didn't Vote,2012
56,Female,0.325,Didn't Vote,0,4,-8,-8,85,30,Democrat,85,30,0,NA,Didn't Vote,2012
47,Female,0.495,Didn't Vote,0,3,7,5,40,40,Other,NA,NA,0,NA,Didn't Vote,2012
38,Female,0.247,Didn't Vote,0,-2,1,5,50,50,Republican,50,50,0,NA,Didn't Vote,2012
32,Male,0.184,Didn't Vote,0,5,6,2,50,30,Republican,30,50,0,NA,Didn't Vote,2012
20,Female,0.086,Didn't Vote,0,4,-8,-8,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
25,Female,0.079,Didn't Vote,0,4,6,4,85,70,Independent,NA,NA,0,NA,Didn't Vote,2012
18,Female,0.104,Didn't Vote,0,4,-8,-8,40,40,NA,NA,NA,0,NA,NA,2012
60,Female,0.195,Didn't Vote,0,-2,5,2,40,85,Republican,85,40,0,NA,Didn't Vote,2012
58,Male,0.164,Didn't Vote,0,5,2,6,70,30,Independent,NA,NA,0,NA,Didn't Vote,2012
30,Female,0.373,Didn't Vote,0,6,6,7,50,50,No Preference,NA,NA,0,NA,Didn't Vote,2012
36,Female,0.133,NA,NA,4,-8,4,70,60,No Preference,NA,NA,NA,NA,NA,2012
48,Male,0.083,Didn't Vote,0,2,-8,-8,70,40,Democrat,70,40,0,NA,Didn't Vote,2012
61,Female,3.377,Didn't Vote,0,4,3,4,70,60,Independent,NA,NA,0,NA,Didn't Vote,2012
41,Female,2.511,Didn't Vote,0,4,7,2,40,40,Independent,NA,NA,0,NA,Didn't Vote,2012
82,Female,1.5,NA,1,6,6,2,50,60,Republican,60,50,1,NA,NA,2012
89,Female,1.34,Barack Obama,1,3,6,3,85,15,Democrat,85,15,1,Democrat,Winner,2012
65,Female,2.318,Didn't Vote,0,4,6,2,60,60,Democrat,60,60,0,NA,Didn't Vote,2012
50,Female,1.715,Ron Paul,1,5,4,2,40,70,Republican,70,40,1,Republican,Loser,2012
28,Female,1.504,Didn't Vote,0,5,6,2,30,60,Independent,NA,NA,0,NA,Didn't Vote,2012
36,Female,1.328,Didn't Vote,0,-2,-8,3,-8,-8,Independent,NA,NA,0,NA,Didn't Vote,2012
25,Female,0.114,Didn't Vote,0,4,7,1,30,30,Republican,30,30,0,NA,Didn't Vote,2012
54,Female,0.162,Barack Obama,1,1,6,2,100,0,Democrat,100,0,1,Democrat,Winner,2012
62,Male,0.113,Herman Cain,1,5,3,2,50,50,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
30,Female,0.105,Didn't Vote,0,2,3,2,30,15,Republican,15,30,0,NA,Didn't Vote,2012
79,Male,0.3,Barack Obama,1,3,7,2,70,15,Democrat,70,15,1,Democrat,Winner,2012
